Currency HolidaysCurrency= IRR,Year= 2020Year,Month,Day,Name
2020,JAN,29,Martyrdom of Hazrat Fatemeh
2020,FEB,11,Revolution  Day [Estimated]
2020,MAR,08,Imam Ali [Estimated]
2020,MAR,21,Sat after Oil Nationalization [Est]
2020,MAR,22,Norooz [Estimated] [Transfer]
2020,MAR,23,Norooz [Estimated]
2020,MAR,26,Prophet's Ascension [Est] [Transfer]
2020,MAR,31,Islamic Republic Day [Est]
2020,APR,01,Sizdehbedar [Estimated]
2020,MAY,14,Imam Ali [Estimated]
2020,MAY,24,Eid Al Fitr [Estimated]
2020,MAY,25,Eid Al Fitr [Estimated]
2020,JUN,03,Imam Khomeini [Estimated]
2020,JUN,17,Imam Sadeq [Estimated]
2020,AUG,08,Eid e Ghadir [Estimated]
2020,AUG,29,Sat after Tasoua Hosseini [Estimated]
2020,AUG,30,Ashura Hosseini [Estimated] [Transfer]
2020,OCT,08,Arbaeen Hosseini [Estimated]
2020,OCT,17,Sat after Death of Prophet [Estimated]
2020,OCT,25,Imam Hassan Asgari [Est]
2020,NOV,03,Mawlid [Estimated]
