Currency HolidaysCurrency= CNH,Year= 2014Year,Month,Day,Name
2014,JAN,01,New Year
2014,JAN,31,Chinese New Year
2014,FEB,01,Chinese New Year
2014,FEB,02,Chinese New Year
2014,FEB,03,Chinese New Year
2014,FEB,04,Chinese New Year
2014,FEB,05,Chinese New Year
2014,FEB,06,Spring Holiday
2014,APR,05,Ching Ming
2014,APR,07,Holiday
2014,APR,18,Good Friday
2014,APR,21,Easter Monday
2014,MAY,01,May Day Holiday
2014,MAY,02,May Day Holiday [Bridge]
2014,MAY,06,Buddha's Birthday
2014,JUN,02,Dragon Boat
2014,JUL,01,SAR Establishment Day
2014,SEP,08,Mid Autumn Festival
2014,SEP,09,Mid Autumn (Estimated)
2014,OCT,01,National Holiday
2014,OCT,02,National Holiday
2014,OCT,03,National Holiday
2014,OCT,04,National Holiday
2014,OCT,05,National Holiday
2014,OCT,06,National Holiday
2014,OCT,07,National Holiday
2014,DEC,25,Christmas
2014,DEC,26,Christmas
