Currency HolidaysCurrency= ARS,Year= 2022Year,Month,Day,Name
2022,JAN,01,New Year
2022,FEB,28,Carnival
2022,MAR,01,Carnival
2022,MAR,24,Truth and Justice Day
2022,APR,02,Malvinas Veterans
2022,APR,14,Maundy Thursday
2022,APR,15,Good Friday
2022,MAY,01,May Day
2022,MAY,25,First Government
2022,JUN,20,Gen. Belgrano
2022,JUL,09,Independence Day
2022,AUG,15,Gen. San Martin
2022,OCT,10,Cultural Diversity Day
2022,NOV,06,Day of the Banking Worker
2022,NOV,21,Mon after National Sovereignty Day
2022,DEC,08,Immaculate Conception
2022,DEC,25,Christmas
