Currency HolidaysCurrency= CNY,Year= 1999Year,Month,Day,Name
1999,JAN,01,New Year
1999,FEB,16,Chinese New Year
1999,FEB,17,Chinese New Year
1999,FEB,18,Chinese New Year
1999,MAY,01,Labour Day
1999,OCT,01,National Day
1999,OCT,02,National Day
