Currency HolidaysCurrency= CNY,Year= 2003Year,Month,Day,Name
2003,JAN,01,New Year
2003,FEB,01,Chinese New Year
2003,FEB,02,Chinese New Year
2003,FEB,03,Chinese New Year
2003,MAY,01,Labour Day
2003,OCT,01,National Day
2003,OCT,02,National Day
