Currency HolidaysCurrency= CNY,Year= 2002Year,Month,Day,Name
2002,JAN,01,New Year
2002,FEB,12,Chinese New Year
2002,FEB,13,Chinese New Year
2002,FEB,14,Chinese New Year
2002,MAY,01,Labour Day
2002,OCT,01,National Day
2002,OCT,02,National Day
