Currency HolidaysCurrency= DKK,Year= 2003Year,Month,Day,Name
2003,JAN,01,New Year
2003,APR,17,FH
2003,APR,18,FH
2003,APR,21,FH
2003,MAY,16,FH
2003,MAY,29,FH
2003,JUN,05,FH
2003,JUN,09,FH
2003,DEC,24,FH
2003,DEC,25,FH
2003,DEC,26,FH
2003,DEC,31,New Year's Eve
