Currency HolidaysCurrency= AFN,Year= 2022Year,Month,Day,Name
2022,FEB,15,Liberation Day
2022,MAR,21,Nowruz
2022,MAR,22,Nowruz
2022,APR,02,Start of Ramadan [Estimated]
2022,APR,28,Victory Day
2022,MAY,01,International Workers' Day
2022,MAY,02,Eid Al Fitr [Estimated]
2022,MAY,03,Eid Al Fitr [Estimated]
2022,MAY,04,Eid Al Fitr [Estimated]
2022,JUL,08,Arafat Day
2022,JUL,09,Eid Al Adha [Estimated]
2022,JUL,10,Eid Al Adha [Estimated]
2022,JUL,11,Eid Al Adha [Estimated]
2022,AUG,08,Ashura [Estimated]
2022,AUG,19,Independence Day
2022,OCT,08,Mawlid An Nabi [Estimated]
