Currency HolidaysCurrency= LBP,Year= 2005Year,Month,Day,Name
2005,JAN,01,New Year
2005,JAN,06,Armenian Christmas
2005,JAN,21,Eid al Adha estimated
2005,JAN,22,Eid al Adha estimated
2005,FEB,09,St. Maroun's Day
2005,FEB,10,Hijra New Year estimated
2005,FEB,19,Ashura estimated
2005,MAR,25,Good Friday
2005,MAR,27,Easter
2005,MAR,28,Easter
2005,MAR,29,Easter
2005,APR,21,Mawlid an Nabi estimated
2005,APR,29,Orthodox Good Fri
2005,MAY,01,Orthodox Easter
2005,MAY,02,Orthodox Easter
2005,MAY,03,Orthodox Easter
2005,MAY,04,Labour Day [Transfer]
2005,MAY,06,Martyr's Day
2005,MAY,25,South Lebanon Liberation Day
2005,AUG,15,Virgin Mary Day
2005,NOV,01,All Saints' Day
2005,NOV,04,El Eid estimated
2005,NOV,05,El Eid estimated
2005,NOV,06,El Eid estimated
2005,NOV,22,Independence Day
2005,DEC,25,Christmas
