Currency HolidaysCurrency= CNY,Year= 2000Year,Month,Day,Name
2000,JAN,01,New Year
2000,FEB,05,Chinese New Year
2000,FEB,06,Chinese New Year
2000,FEB,07,Chinese New Year
2000,MAY,01,Labour Day
2000,OCT,01,National Day
2000,OCT,02,National Day
