Currency HolidaysCurrency= TRY,Year= 2022Year,Month,Day,Name
2022,JAN,01,New Year
2022,APR,23,Nat. Sovereignty & Children
2022,MAY,01,May Day
2022,MAY,02,Feast of Ramazan [Estimated]
2022,MAY,03,Feast of Ramazan [Estimated]
2022,MAY,04,Feast of Ramazan [Estimated]
2022,MAY,19,Ataturk Commemoration Day
2022,JUL,09,Feast of Sacrifice Estimated
2022,JUL,10,Feast of Sacrifice Estimated
2022,JUL,11,Feast of Sacrifice Estimated
2022,JUL,12,Feast of Sacrifice Estimated
2022,JUL,15,Unity Day
2022,AUG,30,Victory Day
2022,OCT,29,Republic Holiday
